iata_code;icao_code;name_eng;city_eng;страна_англ
YGV;CYGV;Гавр Сен-Пьер;Гавр Сен-Пьер;Канада
YGW;CYGW;Кууйяарапик;Кууйяарапик;Канада
YGX;CYGX;Гиллам;Гиллам;Канада
YGY;CYGY;Обман;Обман;Канада
YGZ;CYGZ;Гриз-Фьорд;Гриз-Фьорд;Канада
YHA;CYHA;Порт-Хоуп Симпсон;Порт-Хоуп Симпсон;Канада
YHB;CYHB;Гудзонов залив;Гудзонов залив;Канада
YHC;;Перевал Хакай;Перевал Хакай;Канада
YHD;CYHD;Муниципальный;Драйден;Канада
YHE;CYHE;Надеяться;Надеяться;Канада
YHF;CYHF;Херст;Херст;Канада
YHG;;Шарлоттаун;Шарлоттаун;Канада
YHH;KSJC;Гавань СПБ;Кэмпбелл Ривер;Канада
YHI;CYHI;Холман;Холман;Канада
YHK;CYHK;Йоа-Хейвен;Йоа-Хейвен;Канада
YHM;CYHM;Гамильтон;Гамильтон;Канада
YHN;CYHN;Хорнпейн;Хорнпейн;Канада
YHO;CYHO;Хоупдейл;Хоупдейл;Канада
YHP;;Тополь Хилл;Тополь Хилл;Канада
YHR;CYHR;Чевери;Чевери;Канада
YHS;;Сешелт;Сешелт;Канада
YHT;CYHT;Хейнс Джанкшен;Хейнс Джанкшен;Канада
YHU;CYHU;Святой Губерт;Монреаль;Канада
YHY;CYHY;сенная река;сенная река;Канада
YHZ;CYHZ;Галифакс Интернэшнл;Галифакс;Канада
YIB;CYIB;на чердаке;на чердаке;Канада
YIF;CYIF;Пакуашипи;Пакуашипи;Канада
YIG;;Биг Бэй Марина;Биг Бэй Марина;Канада
YIH;ZHYC;Ичан;Ичан;Китай
YIK;CYIK;Ивуживик;Ивуживик;Канада
YIN;ZWYN;Есть;Есть;Китай
YIO;CYIO;Вход в пруд;Вход в пруд;Канада
YIP;KYIP;Уиллоу Ран;Детройт, Мичиган;Соединенные Штаты
YIV;CYIV;Остров Лк/Гарден Хилл;Остров Лк/Гарден Хилл;Канада
YIW;ZSYW;Может;Может;Китай
YJF;CYJF;Форт Лиард;Форт Лиард;Канада
YJN;CYJN;Сен-Жан;Сен-Жан;Канада
YJO;;Джонни Маунтин;Джонни Маунтин;Канада
YJP;CYJP;Джаспер-Хинтон;Джаспер-Хинтон;Канада
YJT;CYJT;Стивенвилл;Стивенвилл;Канада
YKA;CYKA;Камлупс;Камлупс;Канада
YKC;CYKC;Коллинз Бэй;Коллинз Бэй;Канада
YKD;CYKD;Аэропорт Тауншип;Кинкардин;Канада
YKE;;Коленное озеро;Коленное озеро;Канада
YKF;CYKF;Китченер-Ватерлоо Региональный;Китченер/Ватерлоо;Канада
YKG;CYAS;Кангирсук;Кангирсук;Канада
YKI;;Озеро Кенносао;Озеро Кенносао;Эстония
YKJ;CYKJ;Ки-Лейк;Ки-Лейк;Канада
YKK;;Трение;Трение;Канада
YKL;CYKL;Шеффервилль;Шеффервилль;Канада
YKM;KYKM;Аэродром Якима;Якима;Соединенные Штаты
YKN;KYKN;Чан Герни;Янктон;Соединенные Штаты
YKQ;CYKQ;Васкаганиш;Васкаганиш;Канада
YKS;UEEE;Якутск;Якутск;Российская Федерация
YKT;;Клемт;Клемт;Канада
YKU;;Не стесняйся;Не стесняйся;Канада
YKX;CYKX;Озеро Киркланд;Озеро Киркланд;Канада
YKY;CYKY;Киндерсли;Киндерсли;Канада
YKZ;CYKZ;Баттонвилл Муниципальный;Торонто;Канада
YLA;CWJU;Лангара;Лангара;Канада
YLB;CYLB;Озеро Биче;Озеро Биче;Канада
YLC;CYLC;Киммырут;Киммирут / Лейк-Харбор;Канада
YLD;CYLD;Шапло;Шапло;Канада
YLE;CWMT;Четыре чая;Ва Ти/Лак Ла Мартр;Канада
YLF;;Лафорж;Лафорж;Канада
YLG;YYAL;Ялгу;Ялгу;Австралия
YLH;CYLH;Лэнсдаун Хаус;Лэнсдаун Хаус;Канада
YLI;EFYL;Юливиеска;Юливиеска;Финляндия
YLJ;CYLJ;Луговое озеро;Луговое озеро;Канада
YLL;CYLL;Ллойдминстер;Ллойдминстер, AB;Канада
YLM;;Клинтон Крик;Клинтон Крик;Канада
YLN;ZYYL;Змея;Змея;Китай
YLO;CYLO;Шайло;Шайло;Канада
YLP;CYLP;установлен;установлен;Канада
YLQ;CYLQ;Туке;Туке;Канада
YLR;CYLR;Листовые пороги;Листовые пороги;Канада
YLS;;Лебель-Сюр-Кевийон;Лебель-Сюр-Кевийон;Канада
YLT;CYLT;Тревога;Тревога;Канада
YLW;CYLW;Келоуна аэропорт;Келоуна, Британская Колумбия;Канада
YLX;;Лонг-Пойнт;Лонг-Пойнт;Канада
YLY;KDWA;Лэнгли Региональный;Лэнгли;Канада
YMA;CYMA;Мейо;Мейо;Канада
YMB;;Мерритт;Мерритт;Канада
YMC;;Взлетно-посадочная полоса Марикорт;Взлетно-посадочная полоса Марикорт;Канада
YMD;CYMD;Молд Бэй;Молд Бэй;Канада
YME;CYME;Женщины;Женщины;Канада
YMF;;Монтань-Харбор;Монтань-Харбор;Канада
YMG;CYMG;Манитувадж;Манитувадж;Канада
YMI;;Минаки;Минаки;Канада
YMJ;CYMJ;Мус-Джо / Аэропорт вице-маршала авиации К.М. Макьюэна;Лосиная Челюсть;Канада
YML;CYML;Шарлевуа;Мюррей-Бэй, Северная Каролина;Канада
YMM;CYMM;Форт Макмюррей;Форт Макмюррей;Канада
YMN;CYFT;Макковик;Макковик;Канада
YMO;CYMO;Мусони;Мусони;Канада
YMP;;Порт Макнил;Порт Макнил;Канада
YMR;;Веселый остров;Веселый остров;Франция
YMS;SPMS;Юримагуас;юримагуас;Перу
YMT;CYMT;Шибугамо;Шибугамо;Канада
YMW;CYMW;Маниваки;Маниваки;Канада
YMX;CYMX;Мирабель;Монреаль;Канада
YNA;CYNA;Наташкуан;Наташкуан;Канада
YNB;OEYN;Янбу;Янбу;Саудовская Аравия
YNC;CYNC;Веминджи;Веминджи;Канада
YND;CYND;Представительский Гатино-Оттава;Оттава;Канада
YNE;CYNE;Норвегия Дом;Норвегия Дом;Канада
YNF;KHDN;Дир-Лейк/Стивенвилл;Корнер Брук;Канада
YNG;KYNG;Янгстаун;Янгстаун;Соединенные Штаты
YNI;;Ничекон;Ничекон;Канада
YNJ;ZYYJ;Который из;Который из;Китай
YNK;;Нутка Саунд;Нутка Саунд;Канада
YNL;CYNL;Точки северной посадки;Пойнтс Норт Лендинг, Саскачеван;Канада
YNM;CYNM;Матагами;Матагами;Канада
YNN;LFGO;Другой;Яндикугина;Австралия
YNO;;Озеро Норт-Спирит;Озеро Норт-Спирит, Онтарио;Канада
YNP;KHDN;Натуашиш;Натуашиш;Канада
YNR;;обуздать;Арнес, МБ;Канада
YNS;CYHH;Они не двигались;Они не двигались;Канада
YNT;ZSYT;Яньтай;Яньтай;Китай
YNY;RKNY;Янъян;Янъян;Корея, Юг)
YNZ;ZSYN;Яньчэн;Яньчэн;Китай
YOA;KSJC;Экати;Экати;Греция
YOC;CYOC;Старая Ворона;Старая Ворона;Канада
YOD;CYOD;Холодное озеро;Холодное озеро;Канада
YOE;;Фальхер;Фальхер;Канада
YOG;;Огоки;Огоки;Канада
YOH;CYOH;Оксфорд Хаус;Оксфорд Хаус;Канада
YOJ;CYOJ;Озеро Футнер;Высокий уровень;Канада
YOK;;Иокогама;Иокогама;Япония
YOL;DNYO;на дороге;на дороге;Нигерия
YOO;CYOO;Ошава;Ошава;Канада
YOP;CYOP;Радужное озеро;Радужное озеро;Канада
YOS;CYOS;Билли Бишоп Региональный;Оуэн Саунд;Канада
YOT;LLYT;Йотвата;Йотвата;Израиль
YOW;CYOW;Оттава Макдональд-Картье Интернэшнл;Оттава;Канада
YOY;CYOY;Валькартье;Валькартье;Канада
YPA;CYPA;Стеклянное поле;Принс-Альберт, СК;Канада
YPB;;Порт Алберни;Порт Алберни;Канада
YPC;CYPC;Паулату;Паулату;Канада
YPD;CYPD;Парри-Саунд;Парри-Саунд;Канада
YPE;CYPE;Река Мира;Река Мира;Канада
YPF;CWPF;эскимосский;эскимосский;Канада
YPG;CYPG;Портидж Ла Прери;Портидж Ла Прери;Канада
YPH;CYPH;Инукджуак;Инукджуак;Канада
YPI;;Порт-Симпсон;Порт-Симпсон;Канада
YPJ;CYLA;Аупалюк;Аупалюк;Канада
YPL;CYPL;Озеро Пикл;Озеро Пикл;Канада
YPM;CYPM;Пикангикум;Пикангикум;Канада
YPN;CYPN;Порт-Менье;Порт-Менье;Канада
YPO;CYPO;Пиванак;Пиванак;Канада
YPP;CYPP;Пайн-Пойнт;Пайн-Пойнт;Канада
YPQ;CYPQ;Питерборо;Питерборо;Канада
YPR;CYPR;Остров Дигби;Принц Руперт;Канада
YPS;CYPD;Порт-Хоксбери;Порт-Хоксбери;Канада
YPT;;Пендер-Харбор;Пендер-Харбор;Канада
YPW;CYPW;Пауэлл Ривер;Пауэлл Ривер;Канада
YPX;CYPX;Пувирнитук;Повунгнитук;Канада
YPY;CYPY;Форт Чипевян;Форт Чипевян;Канада
YPZ;CYPZ;Бернс Лейк;Бернс Лейк;Канада
YQA;CYQA;Мускока;Мускока;Канада
YQB;CYQB;Фонды;Фонды;Канада
YQC;CYHA;Квактак;Квактак;Канада
YQD;CYQD;Па;Па;Канада
YQE;;Кимберли;Кимберли;Канада
YQF;CYQF;красный олень;красный олень;Канада
YQG;CYQG;Виндзор;Виндзор;Канада
YQH;CYQH;Уотсон Лейк;Уотсон Лейк;Канада
YQI;CYQI;Ярмут;Ярмут;Канада
YQK;CYQK;Кенора;Кенора;Канада
YQL;CYQL;Летбридж;Летбридж;Канада
YQN;CYQN;Накина;Накина;Канада
YQQ;CYQQ;Комокс;Комокс;Канада
YQR;CYQR;Регина;Регина, Саскачеван;Канада
YQS;CYQS;Пембрук Район Mncpl;Сент-Томас;Канада
YQT;CYQT;Тандер-Бей;Тандер-Бей;Канада
YQU;CYQU;Гранд-Прери;Гранд-Прери;Канада
YQV;CYQV;Йорктон;Йорктон;Канада
YQW;CYQW;Норт-Бэтлфорд;Норт-Бэтлфорд;Канада
YQX;CYQX;Гандер Интернэшнл;Гандер;Канада
YQY;CYQY;Сидней;Сидней, Северная Каролина;Канада
YQZ;CYQZ;Кенель;Кенель;Канада
YRA;CYRA;Рэй Лейкс;Рэй Лейкс;Канада
YRB;CYRB;Решительный;Решительный;Канада
YRD;;Дин Ривер;Дин Ривер;Канада
YRE;;Остров Резолюции;Остров Резолюции;Канада
YRF;CYCA;Картрайт;Картрайт;Канада
YRG;;канал;канал;Канада
YRI;CYRI;Волчья река;Волчья река;Канада
